index,age,workclass,fnlwgt,education,marital-status,occupation,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
15579,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15580,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15581,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15582,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15583,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15584,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15585,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15586,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15587,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15588,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15589,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15590,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15591,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15592,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15593,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,0
15594,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15595,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,0
15596,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15597,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,1
15598,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,1
15599,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15600,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15601,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15602,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15603,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15604,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Minority,Female,Suppressed,None,Suppressed,Suppressed,0
15605,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15606,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15607,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15608,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Female,Suppressed,None,Suppressed,Suppressed,0
15609,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15610,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15611,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15612,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15613,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15614,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15615,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15616,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15617,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15618,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15619,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15620,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15621,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15622,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15623,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15624,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15625,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,Low,Suppressed,Suppressed,0
15626,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15627,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15628,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15629,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15630,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15631,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15632,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Female,Suppressed,None,Suppressed,Suppressed,0
15633,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15634,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15635,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15636,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15637,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15638,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Female,Suppressed,None,Suppressed,Suppressed,0
15639,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15640,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15641,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15642,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15643,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15644,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15645,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15646,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15647,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15648,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15649,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15650,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15651,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15652,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15653,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15654,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15655,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15656,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15657,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15658,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15659,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15660,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15661,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15662,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15663,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15664,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15665,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15666,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,1
15667,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,1
15668,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15669,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15670,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,1
15672,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15673,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Female,Suppressed,None,Suppressed,Suppressed,0
15674,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15675,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15676,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15677,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15678,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15679,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,0
15680,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15681,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,0
15682,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15683,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15684,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15685,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15686,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,0
15687,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15688,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15689,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,0
15690,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15691,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15692,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,1
15693,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15694,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15695,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15696,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15697,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15698,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15699,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Minority,Female,Suppressed,None,Suppressed,Suppressed,0
15700,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15701,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15702,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15703,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Female,Suppressed,None,Suppressed,Suppressed,0
15704,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15705,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15706,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15707,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,High,Suppressed,Suppressed,1
15708,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15709,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15710,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15711,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,1
15712,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15713,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15714,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15715,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15716,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15717,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15718,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15719,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15720,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15721,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15722,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15723,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15724,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15725,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15726,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15727,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15728,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15729,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15730,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15731,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15732,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15733,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15734,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,1
15735,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15736,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15737,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,0
15738,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15739,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15740,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,0
15741,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15742,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15743,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,High,Suppressed,Suppressed,1
15744,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15745,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15746,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,1
15747,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15748,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15749,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15750,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Female,Suppressed,None,Suppressed,Suppressed,0
15751,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15752,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15753,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15754,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15755,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15756,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15757,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,0
15758,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15759,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15760,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15761,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15762,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15763,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15764,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15765,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15766,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,0
15767,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15768,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15769,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,High,Suppressed,Suppressed,1
15770,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15771,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15772,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15773,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15774,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15775,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Female,Suppressed,None,Suppressed,Suppressed,0
15776,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15777,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15778,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
15779,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15780,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
15781,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
15782,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
