,A0_min,A0_max,A1_min,A1_max,A2_min,A2_max,A3_min,A3_max,A4_min,A4_max,A5_min,A5_max,A6_min,A6_max,A7_min,A7_max,A8_min,A8_max,A9_min,A9_max,A10_min,A10_max,A11_min,A11_max,A12_min,A12_max,A13_min,A13_max,A14_min,A14_max,A15_min,A15_max,A16_min,A16_max,A17_min,A17_max,A18_min,A18_max,A19_min,A19_max,class
4397,-4458,-4458,-807,-807,89,89,936,936,-1682,-1682,1037,1037,-766,-766,1911,1911,-148,-148,52,52,-3812,-3812,-1214,-1214,253,253,-2821,-2821,348,348,-1704,-1704,-3052,-3052,3049,3049,643,643,286,286,0
4398,-904,-904,936,936,838,838,131,131,-44,-44,-2131,-2131,1222,1222,1668,1668,-1179,-1179,-1437,-1437,519,519,1984,1984,2412,2412,-2384,-2384,903,903,212,212,-1108,-1108,-3368,-3368,-3,-3,-2932,-2932,0
4399,205,205,7,7,1184,1184,3016,3016,3382,3382,-276,-276,324,324,-2788,-2788,-4514,-4514,-227,-227,-9,-9,173,173,209,209,-899,-899,-106,-106,-1031,-1031,-3298,-3298,1374,1374,-3842,-3842,-857,-857,0
4400,-733,-733,-988,-988,132,132,715,715,1319,1319,44,44,464,464,359,359,-1109,-1109,-689,-689,-485,-485,-1252,-1252,401,401,208,208,-154,-154,351,351,-1834,-1834,478,478,305,305,243,243,1
4401,-1191,-1191,578,578,2292,2292,-223,-223,-71,-71,616,616,-744,-744,37,37,493,493,628,628,17,17,1122,1122,-102,-102,496,496,99,99,402,402,733,733,1567,1567,981,981,-587,-587,1
4402,-2051,-2051,582,582,-4106,-4106,2371,2371,2798,2798,906,906,43,43,3557,3557,-439,-439,-1522,-1522,-505,-505,498,498,-728,-728,709,709,-4167,-4167,786,786,2762,2762,-222,-222,-202,-202,4161,4161,0
4403,-26,-26,-44,-44,2967,2967,-1367,-1367,-106,-106,-1432,-1432,1988,1988,-81,-81,2419,2419,212,212,2609,2609,-1906,-1906,-1785,-1785,1736,1736,1456,1456,1,1,-2238,-2238,792,792,2057,2057,-1278,-1278,0
4404,533,533,1231,1231,1906,1906,2,2,-667,-667,-985,-985,937,937,1001,1001,-804,-804,1066,1066,-262,-262,295,295,-385,-385,403,403,96,96,34,34,905,905,1015,1015,48,48,841,841,1
4405,-1452,-1452,676,676,478,478,-21,-21,16,16,504,504,-432,-432,38,38,-148,-148,1381,1381,-238,-238,83,83,532,532,-666,-666,-41,-41,-708,-708,-234,-234,1322,1322,157,157,163,163,1
4406,1034,1034,3292,3292,431,431,1407,1407,-2876,-2876,-4632,-4632,-431,-431,-2748,-2748,4043,4043,238,238,1691,1691,2475,2475,1221,1221,-224,-224,3012,3012,-615,-615,-125,-125,2821,2821,-486,-486,115,115,0
4407,3812,3812,1774,1774,804,804,1361,1361,-3852,-3852,134,134,1672,1672,-89,-89,-1347,-1347,2046,2046,3162,3162,2534,2534,952,952,-1081,-1081,1108,1108,2426,2426,-1549,-1549,4268,4268,1115,1115,-145,-145,0
4408,-14,-14,-326,-326,238,238,-418,-418,156,156,16,16,124,124,197,197,389,389,-8,-8,814,814,-1272,-1272,1139,1139,845,845,-938,-938,-415,-415,188,188,1124,1124,-1746,-1746,-712,-712,1
4409,-109,-109,2772,2772,-3556,-3556,-251,-251,209,209,2079,2079,3214,3214,269,269,-1946,-1946,2041,2041,-1703,-1703,106,106,3188,3188,-1154,-1154,-3675,-3675,2298,2298,-2339,-2339,2023,2023,642,642,1368,1368,0
4410,-26,-26,1158,1158,832,832,949,949,2728,2728,1185,1185,3798,3798,1313,1313,-509,-509,969,969,-1045,-1045,-2152,-2152,-2488,-2488,2858,2858,-1546,-1546,-2064,-2064,-182,-182,-1806,-1806,1593,1593,255,255,0
4411,1046,1046,1051,1051,1173,1173,-804,-804,1264,1264,-471,-471,1072,1072,2292,2292,956,956,1202,1202,-83,-83,778,778,968,968,-13,-13,-605,-605,204,204,-146,-146,-606,-606,992,992,-435,-435,1
4412,1483,1483,483,483,158,158,646,646,757,757,676,676,257,257,1946,1946,1161,1161,1327,1327,-148,-148,1788,1788,98,98,34,34,1124,1124,212,212,402,402,3085,3085,-398,-398,6,6,1
4413,-522,-522,931,931,2758,2758,74,74,-5,-5,1501,1501,541,541,-831,-831,602,602,3228,3228,1888,1888,-3571,-3571,-1311,-1311,-1094,-1094,361,361,1439,1439,-1054,-1054,-151,-151,-2196,-2196,-1047,-1047,0
4414,2449,2449,412,412,822,822,1342,1342,571,571,338,338,1347,1347,842,842,-218,-218,1435,1435,1033,1033,-294,-294,-1168,-1168,1917,1917,315,315,38,38,-1463,-1463,647,647,-126,-126,-1178,-1178,1
4415,221,221,-3215,-3215,2,2,-142,-142,-884,-884,-577,-577,1293,1293,1025,1025,152,152,-427,-427,1951,1951,949,949,-1819,-1819,2818,2818,152,152,-4045,-4045,1251,1251,-859,-859,262,262,-3261,-3261,0
4416,238,238,-39,-39,237,237,-105,-105,122,122,1957,1957,106,106,1132,1132,-206,-206,132,132,1241,1241,1119,1119,402,402,746,746,-38,-38,1815,1815,-1498,-1498,2934,2934,831,831,-153,-153,1
4417,517,517,564,564,842,842,-412,-412,199,199,383,383,714,714,1564,1564,1137,1137,-192,-192,1196,1196,734,734,2129,2129,1691,1691,478,478,1883,1883,282,282,-53,-53,331,331,19,19,1
4418,271,271,-2045,-2045,128,128,1152,1152,676,676,1179,1179,-55,-55,97,97,-1517,-1517,-495,-495,242,242,338,338,1496,1496,-1244,-1244,-111,-111,1734,1734,-1478,-1478,122,122,-424,-424,1392,1392,1
4419,619,619,-241,-241,-1809,-1809,-361,-361,15,15,-221,-221,17,17,23,23,19,19,946,946,-436,-436,-44,-44,122,122,1331,1331,618,618,606,606,569,569,971,971,4216,4216,1573,1573,1
4420,74,74,2105,2105,1115,1115,1262,1262,-1591,-1591,288,288,7,7,-2299,-2299,334,334,601,601,-535,-535,1125,1125,1269,1269,199,199,2834,2834,514,514,-454,-454,1298,1298,-254,-254,-1048,-1048,0
4421,886,886,544,544,12,12,-6,-6,56,56,808,808,-204,-204,606,606,2689,2689,-636,-636,58,58,151,151,2041,2041,-167,-167,737,737,1299,1299,-1186,-1186,1768,1768,1083,1083,1202,1202,1
4422,-693,-693,1941,1941,823,823,4274,4274,-2429,-2429,1115,1115,-2002,-2002,-1643,-1643,-652,-652,-372,-372,325,325,-1293,-1293,-1848,-1848,-78,-78,-1082,-1082,-809,-809,-3169,-3169,-651,-651,-414,-414,206,206,0
4423,-57,-57,-2266,-2266,-1154,-1154,-1092,-1092,1292,1292,-2636,-2636,-2608,-2608,1086,1086,-1151,-1151,-1823,-1823,-417,-417,1674,1674,-5138,-5138,1853,1853,1396,1396,475,475,-223,-223,181,181,1159,1159,-2233,-2233,0
4424,-1292,-1292,-3452,-3452,45,45,2402,2402,-1643,-1643,-197,-197,-736,-736,309,309,-988,-988,-1728,-1728,-349,-349,-2076,-2076,-1066,-1066,-678,-678,-2285,-2285,-68,-68,2454,2454,1962,1962,-2726,-2726,608,608,0
4425,523,523,235,235,1634,1634,-1993,-1993,-111,-111,2649,2649,1194,1194,743,743,-583,-583,-917,-917,611,611,274,274,-1422,-1422,751,751,-551,-551,-4242,-4242,257,257,-3272,-3272,1137,1137,-868,-868,0
4426,703,703,-3231,-3231,-123,-123,-1945,-1945,127,127,-951,-951,-308,-308,-461,-461,-1622,-1622,-277,-277,-1218,-1218,-3935,-3935,2516,2516,255,255,-856,-856,-513,-513,-153,-153,629,629,492,492,-401,-401,0
4427,245,245,-389,-389,34,34,823,823,-527,-527,-195,-195,2797,2797,-75,-75,676,676,1442,1442,33,33,-534,-534,231,231,2024,2024,2203,2203,-563,-563,-512,-512,86,86,-1242,-1242,62,62,1
4428,2243,2243,-1305,-1305,-1733,-1733,-906,-906,386,386,-5215,-5215,-1047,-1047,-1566,-1566,-4232,-4232,-852,-852,-1626,-1626,-2908,-2908,901,901,2764,2764,1738,1738,-1957,-1957,-187,-187,-2788,-2788,-3275,-3275,4119,4119,0
4429,319,319,-2672,-2672,205,205,-1544,-1544,786,786,-773,-773,-1152,-1152,-2132,-2132,-98,-98,-3341,-3341,-2205,-2205,-2372,-2372,1011,1011,-1687,-1687,-2744,-2744,-2835,-2835,-899,-899,1638,1638,-4421,-4421,1324,1324,0
4430,2732,2732,-1026,-1026,-2288,-2288,357,357,779,779,-2806,-2806,575,575,-2179,-2179,2372,2372,954,954,255,255,-2678,-2678,3298,3298,-3382,-3382,3636,3636,-2682,-2682,2373,2373,2605,2605,-451,-451,415,415,0
4431,58,58,685,685,61,61,-727,-727,1216,1216,88,88,-768,-768,564,564,326,326,871,871,321,321,9,9,128,128,1649,1649,498,498,1667,1667,745,745,-586,-586,781,781,-1059,-1059,1
4432,-661,-661,-568,-568,-532,-532,-1705,-1705,3035,3035,-3913,-3913,-317,-317,-1963,-1963,-2221,-2221,-257,-257,-1216,-1216,-786,-786,-1214,-1214,-1202,-1202,-273,-273,-777,-777,896,896,-1721,-1721,806,806,898,898,0
4433,-205,-205,-1546,-1546,2767,2767,-1025,-1025,1589,1589,2148,2148,-178,-178,-305,-305,-135,-135,1368,1368,2875,2875,2881,2881,-1278,-1278,26,26,-225,-225,664,664,317,317,-1221,-1221,-222,-222,1053,1053,0
4434,2579,2579,-1076,-1076,-612,-612,-1209,-1209,1218,1218,1988,1988,2522,2522,-1387,-1387,-166,-166,-3654,-3654,1668,1668,-487,-487,289,289,-679,-679,-1266,-1266,-1997,-1997,-1302,-1302,622,622,2202,2202,1316,1316,0
4435,2072,2072,209,209,-865,-865,-1367,-1367,3967,3967,-435,-435,-604,-604,-1271,-1271,-2281,-2281,-256,-256,2505,2505,-618,-618,-3479,-3479,2137,2137,-71,-71,-114,-114,909,909,5532,5532,17,17,85,85,0
4436,1874,1874,1412,1412,31,31,636,636,-26,-26,242,242,-621,-621,1133,1133,221,221,99,99,696,696,453,453,1543,1543,1143,1143,545,545,-408,-408,1546,1546,166,166,-1692,-1692,-191,-191,1
4437,923,923,297,297,184,184,-2597,-2597,-988,-988,134,134,-1838,-1838,494,494,489,489,-1158,-1158,-1355,-1355,-1156,-1156,1762,1762,-1056,-1056,-476,-476,-953,-953,13,13,1821,1821,-782,-782,1118,1118,0
4438,-421,-421,-3006,-3006,-2114,-2114,3665,3665,-1336,-1336,17,17,-1087,-1087,3075,3075,-69,-69,973,973,-3671,-3671,1686,1686,-232,-232,817,817,117,117,-1072,-1072,1529,1529,3435,3435,3757,3757,-688,-688,0
4439,221,221,-395,-395,132,132,-93,-93,851,851,624,624,44,44,1142,1142,-42,-42,2528,2528,499,499,258,258,431,431,-565,-565,-114,-114,541,541,-1686,-1686,914,914,879,879,865,865,1
4440,1093,1093,54,54,-156,-156,-395,-395,-504,-504,107,107,-882,-882,-345,-345,1946,1946,-11,-11,572,572,-273,-273,-988,-988,1854,1854,1083,1083,1596,1596,368,368,1419,1419,1074,1074,1309,1309,1
4441,2349,2349,-921,-921,92,92,1597,1597,2451,2451,2099,2099,1135,1135,-31,-31,1372,1372,663,663,-246,-246,2043,2043,-834,-834,-494,-494,119,119,1895,1895,2411,2411,1067,1067,94,94,-268,-268,1
4442,1379,1379,556,556,811,811,2219,2219,1082,1082,24,24,1793,1793,-371,-371,88,88,924,924,1515,1515,414,414,3288,3288,-342,-342,2086,2086,1948,1948,-391,-391,-724,-724,514,514,1377,1377,1
4443,-669,-669,1729,1729,1213,1213,-565,-565,-111,-111,481,481,405,405,-116,-116,-332,-332,469,469,1197,1197,712,712,1032,1032,205,205,546,546,1839,1839,287,287,748,748,-1504,-1504,1129,1129,1
4444,1375,1375,2129,2129,772,772,83,83,3454,3454,-1119,-1119,-408,-408,528,528,104,104,-975,-975,-1945,-1945,1209,1209,-456,-456,-148,-148,1246,1246,-938,-938,-801,-801,-185,-185,1145,1145,369,369,1
4445,-36,-36,-53,-53,-2767,-2767,5111,5111,1739,1739,-129,-129,19,19,268,268,-2419,-2419,2556,2556,-1385,-1385,249,249,-2024,-2024,493,493,-1267,-1267,-1201,-1201,-1666,-1666,194,194,-45,-45,-2468,-2468,0
4446,3797,3797,-1602,-1602,-256,-256,278,278,-45,-45,-768,-768,2362,2362,217,217,-1179,-1179,-12,-12,1687,1687,1703,1703,1146,1146,644,644,-767,-767,-1147,-1147,442,442,1854,1854,-1145,-1145,-137,-137,0
4447,1283,1283,32,32,-76,-76,-806,-806,-538,-538,-754,-754,-1358,-1358,-849,-849,-2135,-2135,-2362,-2362,-1257,-1257,2125,2125,1046,1046,-1971,-1971,1649,1649,1065,1065,465,465,1158,1158,-3568,-3568,-2805,-2805,0
4448,1547,1547,2419,2419,1756,1756,-87,-87,-356,-356,-554,-554,1539,1539,368,368,99,99,407,407,189,189,549,549,1282,1282,211,211,-199,-199,-145,-145,913,913,623,623,25,25,-255,-255,1
4449,1765,1765,438,438,-848,-848,-75,-75,739,739,99,99,974,974,-875,-875,573,573,1289,1289,981,981,-902,-902,95,95,1087,1087,438,438,1113,1113,186,186,1336,1336,394,394,814,814,1
4450,75,75,-2187,-2187,-3299,-3299,1274,1274,-202,-202,2501,2501,-1145,-1145,3825,3825,-2407,-2407,-1526,-1526,-377,-377,2464,2464,71,71,-232,-232,925,925,-2676,-2676,2948,2948,-2914,-2914,-41,-41,1508,1508,0
4451,189,189,2266,2266,-2059,-2059,-2072,-2072,-3266,-3266,-1586,-1586,2314,2314,-1186,-1186,-4522,-4522,-1881,-1881,2306,2306,-158,-158,-1348,-1348,186,186,1373,1373,172,172,-964,-964,-1595,-1595,-579,-579,-1276,-1276,0
4452,128,128,1574,1574,-868,-868,1091,1091,216,216,-521,-521,1423,1423,48,48,-95,-95,37,37,816,816,-721,-721,1027,1027,785,785,-414,-414,452,452,1912,1912,-786,-786,73,73,2372,2372,1
4453,-1559,-1559,74,74,3644,3644,-627,-627,374,374,34,34,-138,-138,2119,2119,-152,-152,2326,2326,2671,2671,-1046,-1046,3311,3311,-786,-786,-104,-104,-654,-654,1214,1214,726,726,-5,-5,815,815,0
4454,1903,1903,9,9,-2618,-2618,-1226,-1226,921,921,767,767,144,144,2879,2879,854,854,-3321,-3321,116,116,38,38,502,502,828,828,822,822,-1046,-1046,1851,1851,201,201,-1628,-1628,1536,1536,0
4455,-2595,-2595,88,88,-1774,-1774,-3302,-3302,-791,-791,2914,2914,64,64,-1674,-1674,-2708,-2708,2278,2278,1692,1692,-204,-204,-2205,-2205,823,823,-733,-733,-772,-772,983,983,154,154,1692,1692,106,106,0
4456,363,363,2202,2202,644,644,952,952,1525,1525,1512,1512,-27,-27,89,89,825,825,1009,1009,1164,1164,715,715,378,378,108,108,1752,1752,-428,-428,-1226,-1226,144,144,46,46,-1143,-1143,1
4457,1942,1942,2201,2201,-3405,-3405,2057,2057,-3473,-3473,-166,-166,-126,-126,-3217,-3217,2197,2197,694,694,1258,1258,-78,-78,-542,-542,472,472,-3823,-3823,734,734,1346,1346,897,897,-2355,-2355,-4,-4,0
4458,4372,4372,-1388,-1388,262,262,2725,2725,1824,1824,1496,1496,-1968,-1968,-1392,-1392,486,486,1405,1405,-967,-967,3258,3258,-2903,-2903,1405,1405,1586,1586,264,264,233,233,338,338,916,916,-315,-315,0
4459,-1336,-1336,-2433,-2433,-1625,-1625,338,338,-2373,-2373,427,427,638,638,-2,-2,429,429,-331,-331,-133,-133,262,262,-199,-199,-2941,-2941,-1876,-1876,-3751,-3751,-3082,-3082,-868,-868,1443,1443,-41,-41,0
4460,-797,-797,-3871,-3871,-1673,-1673,913,913,712,712,2898,2898,-4195,-4195,1055,1055,515,515,1892,1892,3007,3007,-2117,-2117,237,237,306,306,4216,4216,-299,-299,-263,-263,2938,2938,1307,1307,1331,1331,0
4461,628,628,-1252,-1252,1381,1381,1028,1028,-1076,-1076,-454,-454,514,514,1098,1098,12,12,-37,-37,-63,-63,1434,1434,828,828,-1842,-1842,972,972,319,319,692,692,-436,-436,1548,1548,749,749,1
4462,-223,-223,-143,-143,-1177,-1177,174,174,2376,2376,-746,-746,-16,-16,-3353,-3353,459,459,585,585,-508,-508,407,407,999,999,5258,5258,-1152,-1152,-34,-34,-1788,-1788,26,26,-3833,-3833,-1186,-1186,0
4463,2263,2263,4253,4253,-2463,-2463,178,178,807,807,1374,1374,-335,-335,-1739,-1739,256,256,2771,2771,6,6,46,46,-2105,-2105,4779,4779,-178,-178,-1993,-1993,-768,-768,-411,-411,1205,1205,-1286,-1286,0
4464,2425,2425,1773,1773,5247,5247,-563,-563,-182,-182,-602,-602,1397,1397,-3216,-3216,-3124,-3124,4179,4179,-662,-662,-973,-973,-222,-222,441,441,9,9,524,524,659,659,-462,-462,-1123,-1123,1623,1623,0
4465,2922,2922,-1352,-1352,236,236,-54,-54,-2487,-2487,-3467,-3467,-1145,-1145,3219,3219,-2593,-2593,1305,1305,-437,-437,2876,2876,1301,1301,3092,3092,-1636,-1636,-3359,-3359,-142,-142,2562,2562,-2339,-2339,2,2,0
4466,-637,-637,-825,-825,-13,-13,1621,1621,2758,2758,2,2,-1952,-1952,-751,-751,-1928,-1928,-286,-286,905,905,1092,1092,-1822,-1822,1312,1312,1104,1104,992,992,-252,-252,-2673,-2673,35,35,-1131,-1131,0
4467,-523,-523,-2778,-2778,3116,3116,-2228,-2228,-199,-199,908,908,-731,-731,-1585,-1585,-404,-404,3729,3729,637,637,-3394,-3394,-156,-156,528,528,-65,-65,-1864,-1864,4818,4818,-1376,-1376,1402,1402,1222,1222,0
4468,925,925,-822,-822,1642,1642,-303,-303,2027,2027,-924,-924,1459,1459,224,224,-824,-824,874,874,1292,1292,467,467,-37,-37,1203,1203,-4,-4,-1691,-1691,246,246,-697,-697,1068,1068,848,848,1
4469,-72,-72,415,415,3443,3443,879,879,-162,-162,-249,-249,2218,2218,1349,1349,-2749,-2749,3338,3338,-681,-681,-1445,-1445,43,43,-1912,-1912,-2646,-2646,1827,1827,1954,1954,-3923,-3923,238,238,-5,-5,0
4470,82,82,1217,1217,-578,-578,692,692,359,359,-495,-495,-144,-144,526,526,-588,-588,496,496,798,798,1168,1168,2219,2219,613,613,1702,1702,-724,-724,1711,1711,182,182,1533,1533,296,296,1
4471,958,958,-1607,-1607,596,596,519,519,146,146,-314,-314,212,212,1118,1118,543,543,254,254,1054,1054,-307,-307,2914,2914,-1088,-1088,184,184,1927,1927,1004,1004,2,2,-271,-271,-886,-886,1
4472,1114,1114,131,131,209,209,1614,1614,232,232,-216,-216,-486,-486,149,149,1548,1548,-61,-61,26,26,2052,2052,-833,-833,-821,-821,973,973,2437,2437,307,307,1544,1544,2164,2164,1228,1228,1
4473,1981,1981,1622,1622,-1433,-1433,-3014,-3014,-2932,-2932,-169,-169,-2977,-2977,485,485,-684,-684,4276,4276,2141,2141,181,181,-2068,-2068,-4715,-4715,-2231,-2231,-447,-447,-425,-425,-1591,-1591,1466,1466,-5335,-5335,0
4474,-5488,-5488,1246,1246,-2949,-2949,-101,-101,-2172,-2172,-609,-609,-224,-224,796,796,-252,-252,1125,1125,-683,-683,4573,4573,-949,-949,55,55,766,766,2818,2818,-1625,-1625,-903,-903,367,367,1824,1824,0
4475,-903,-903,-301,-301,-1208,-1208,1708,1708,731,731,194,194,-2218,-2218,922,922,-8,-8,-1206,-1206,163,163,-254,-254,428,428,1393,1393,3143,3143,-224,-224,-302,-302,-79,-79,1941,1941,-1476,-1476,0
4476,2096,2096,638,638,1411,1411,198,198,848,848,1738,1738,145,145,209,209,-39,-39,-1378,-1378,1207,1207,517,517,-477,-477,667,667,-444,-444,647,647,-7,-7,482,482,1118,1118,-828,-828,1
4477,1933,1933,-1421,-1421,1259,1259,493,493,-53,-53,504,504,963,963,823,823,-761,-761,1098,1098,2444,2444,777,777,802,802,236,236,646,646,925,925,98,98,631,631,982,982,3,3,1
4478,251,251,-574,-574,-51,-51,904,904,548,548,1203,1203,587,587,1046,1046,515,515,-5,-5,1579,1579,-535,-535,-1236,-1236,1951,1951,512,512,-562,-562,2041,2041,-366,-366,891,891,-392,-392,1
4479,116,116,845,845,283,283,-777,-777,-59,-59,-284,-284,934,934,895,895,623,623,77,77,1396,1396,431,431,552,552,442,442,397,397,127,127,-1334,-1334,51,51,801,801,2,2,1
4480,-2972,-2972,436,436,-4689,-4689,-108,-108,1768,1768,1322,1322,-1545,-1545,1028,1028,-555,-555,2914,2914,2172,2172,661,661,752,752,94,94,-2561,-2561,-188,-188,231,231,1964,1964,2746,2746,282,282,0
4481,349,349,14,14,377,377,2003,2003,4,4,-388,-388,288,288,-574,-574,-568,-568,1151,1151,-109,-109,1434,1434,-739,-739,327,327,3,3,2012,2012,1539,1539,-106,-106,1241,1241,-1755,-1755,1
4482,-61,-61,2539,2539,-105,-105,498,498,1245,1245,1996,1996,-759,-759,5,5,107,107,-358,-358,357,357,1017,1017,177,177,676,676,1333,1333,2406,2406,38,38,-2287,-2287,-609,-609,197,197,1
4483,129,129,-1711,-1711,785,785,2129,2129,859,859,-1633,-1633,447,447,611,611,5318,5318,253,253,9,9,-1436,-1436,245,245,-316,-316,76,76,-258,-258,-186,-186,1084,1084,-373,-373,1709,1709,0
4484,1228,1228,143,143,-61,-61,1583,1583,-368,-368,1339,1339,-924,-924,362,362,771,771,701,701,-1474,-1474,-1085,-1085,-44,-44,64,64,88,88,-1139,-1139,207,207,237,237,-1582,-1582,1442,1442,1
4485,117,117,2719,2719,821,821,-295,-295,7,7,-445,-445,2778,2778,-1281,-1281,1607,1607,1887,1887,727,727,586,586,1292,1292,755,755,242,242,1306,1306,22,22,1183,1183,3265,3265,-198,-198,1
4486,149,149,-196,-196,-262,-262,-1856,-1856,-1037,-1037,-3135,-3135,2913,2913,-1388,-1388,-2975,-2975,2167,2167,-2443,-2443,3301,3301,-1794,-1794,815,815,-1634,-1634,-739,-739,-471,-471,1296,1296,-786,-786,3034,3034,0
4487,-151,-151,1196,1196,5,5,-4617,-4617,-199,-199,-1395,-1395,22,22,1292,1292,3469,3469,2739,2739,-1432,-1432,1537,1537,774,774,606,606,-501,-501,-973,-973,511,511,4642,4642,-3338,-3338,6,6,0
4488,1082,1082,4091,4091,2345,2345,-393,-393,-2376,-2376,-24,-24,-1992,-1992,812,812,-1499,-1499,-337,-337,3332,3332,-143,-143,435,435,-2492,-2492,928,928,-458,-458,938,938,-617,-617,359,359,-175,-175,0
4489,2578,2578,-4496,-4496,1343,1343,586,586,2893,2893,-741,-741,937,937,78,78,-2973,-2973,-32,-32,2796,2796,-974,-974,-1792,-1792,-2484,-2484,148,148,1869,1869,-1927,-1927,-2641,-2641,-4793,-4793,1368,1368,0
4490,151,151,819,819,2539,2539,-326,-326,-2993,-2993,-1333,-1333,2641,2641,-2722,-2722,-1783,-1783,409,409,1416,1416,513,513,-601,-601,-1023,-1023,436,436,-21,-21,1578,1578,-53,-53,1079,1079,2697,2697,0
4491,2421,2421,-93,-93,334,334,-591,-591,98,98,-1018,-1018,504,504,-606,-606,1751,1751,274,274,1699,1699,165,165,329,329,-413,-413,497,497,228,228,-446,-446,1826,1826,-32,-32,-964,-964,1
4492,-914,-914,-454,-454,621,621,-4,-4,-439,-439,1528,1528,-1704,-1704,11,11,186,186,156,156,137,137,-201,-201,2306,2306,93,93,133,133,-153,-153,1261,1261,-1282,-1282,1405,1405,-375,-375,1
4493,-32,-32,1103,1103,1847,1847,-1122,-1122,1796,1796,718,718,943,943,-2012,-2012,-154,-154,1256,1256,485,485,-441,-441,-376,-376,-1434,-1434,-91,-91,178,178,264,264,-782,-782,-883,-883,487,487,1
4494,3673,3673,-51,-51,1606,1606,3172,3172,-794,-794,3538,3538,1553,1553,2263,2263,1285,1285,3472,3472,1327,1327,-88,-88,-1087,-1087,-3524,-3524,2954,2954,1563,1563,-17,-17,-997,-997,453,453,-2713,-2713,0
4495,-659,-659,-92,-92,-557,-557,-251,-251,574,574,2511,2511,1296,1296,2353,2353,-3138,-3138,317,317,2298,2298,-2191,-2191,1527,1527,-826,-826,-1018,-1018,4,4,3554,3554,2434,2434,-3914,-3914,2298,2298,0
4496,-433,-433,1314,1314,77,77,523,523,1345,1345,556,556,1855,1855,203,203,721,721,972,972,81,81,1234,1234,1507,1507,-8,-8,-1145,-1145,688,688,648,648,163,163,-682,-682,272,272,1
4497,146,146,19,19,1507,1507,246,246,-994,-994,367,367,1222,1222,-468,-468,386,386,1284,1284,172,172,495,495,369,369,228,228,-848,-848,-49,-49,769,769,1878,1878,1044,1044,-79,-79,1
4498,-3072,-3072,394,394,-4733,-4733,1371,1371,-1775,-1775,2625,2625,-461,-461,976,976,228,228,54,54,129,129,13,13,-1913,-1913,5131,5131,-2191,-2191,-1249,-1249,664,664,-1554,-1554,-2636,-2636,588,588,0
4499,1211,1211,1295,1295,-856,-856,1822,1822,796,796,-1076,-1076,-1038,-1038,-1268,-1268,959,959,1855,1855,119,119,-531,-531,1138,1138,-236,-236,734,734,1861,1861,892,892,-741,-741,96,96,43,43,1
4500,-2016,-2016,-518,-518,52,52,-1276,-1276,-74,-74,-243,-243,-334,-334,2067,2067,-617,-617,4241,4241,-2063,-2063,1501,1501,546,546,-46,-46,-1906,-1906,-4271,-4271,-3413,-3413,1388,1388,1794,1794,3765,3765,0
4501,508,508,1758,1758,241,241,431,431,-158,-158,553,553,1843,1843,-1262,-1262,-43,-43,1895,1895,634,634,849,849,-412,-412,326,326,2337,2337,-68,-68,1161,1161,-84,-84,1812,1812,-1701,-1701,1
4502,-501,-501,1442,1442,-76,-76,-1283,-1283,-548,-548,-903,-903,-762,-762,589,589,1687,1687,2051,2051,-17,-17,998,998,-602,-602,-982,-982,154,154,-35,-35,1143,1143,1798,1798,1128,1128,203,203,1
4503,-1791,-1791,1025,1025,3515,3515,4448,4448,-394,-394,1325,1325,-86,-86,1798,1798,-2155,-2155,-978,-978,-1694,-1694,959,959,101,101,-1405,-1405,-1101,-1101,1009,1009,-206,-206,31,31,708,708,845,845,0
4504,636,636,1538,1538,-1081,-1081,696,696,-572,-572,38,38,971,971,334,334,1205,1205,191,191,6,6,115,115,-149,-149,172,172,1117,1117,-1124,-1124,-126,-126,1047,1047,1786,1786,976,976,1
4505,-462,-462,1448,1448,974,974,1129,1129,-746,-746,-315,-315,64,64,652,652,126,126,-105,-105,78,78,211,211,-644,-644,1282,1282,-335,-335,-833,-833,2018,2018,1172,1172,-428,-428,-285,-285,1
4506,926,926,972,972,-958,-958,862,862,-475,-475,442,442,168,168,-3186,-3186,439,439,75,75,1601,1601,76,76,-839,-839,239,239,1351,1351,3663,3663,-1836,-1836,-64,-64,73,73,217,217,0
4507,-4362,-4362,1075,1075,-63,-63,-942,-942,2334,2334,-253,-253,489,489,151,151,-2165,-2165,-2348,-2348,-755,-755,-55,-55,316,316,105,105,-4912,-4912,-254,-254,-2028,-2028,76,76,1074,1074,1682,1682,0
4508,-81,-81,-534,-534,-1261,-1261,68,68,174,174,-203,-203,-722,-722,1769,1769,-47,-47,271,271,-476,-476,911,911,-102,-102,86,86,1294,1294,75,75,1853,1853,39,39,-624,-624,348,348,1
4509,-2252,-2252,3015,3015,-256,-256,-1705,-1705,1711,1711,-3135,-3135,-748,-748,-2408,-2408,-5717,-5717,2627,2627,585,585,-186,-186,23,23,-496,-496,-1118,-1118,4361,4361,1084,1084,-1402,-1402,3397,3397,199,199,0
4510,838,838,-667,-667,908,908,1047,1047,987,987,815,815,18,18,282,282,1315,1315,-675,-675,257,257,1899,1899,1389,1389,75,75,1167,1167,48,48,1232,1232,1922,1922,-326,-326,1168,1168,1
4511,-1045,-1045,-268,-268,2917,2917,-789,-789,-237,-237,-697,-697,-949,-949,-2097,-2097,-1665,-1665,1824,1824,1537,1537,1089,1089,4149,4149,3568,3568,442,442,-852,-852,-987,-987,-2197,-2197,653,653,-125,-125,0
